diet,taxon,species,id,measure,prox,med,dist
Protein,Bat,Eptesicus fuscus,Eptesicus3,intestinal length,13.4,NA,NA
Protein,Bat,Eumops glaucinus,Eg,intestinal length,10.8,NA,NA
Protein,Rodent,Euryoryzomys russatus,E1,intestinal length,30.5,NA,NA
Protein,Rodent,Euryoryzomys russatus,E2,intestinal length,26.2,NA,NA
Protein,Rodent,Euryoryzomys russatus,E3,intestinal length,34.3,NA,NA
Herbivorous,Rodent,Microtus pennsylvanicus,Microtus1,intestinal length,24.2,NA,NA
Herbivorous,Rodent,Microtus pennsylvanicus,Microtus2,intestinal length,25,NA,NA
Herbivorous,Rodent,Microtus pennsylvanicus,Microtus3,intestinal length,28.5,NA,NA
Herbivorous,Rodent,Microtus pennsylvanicus,Microtus4,intestinal length,28.1,NA,NA
Herbivorous,Rodent,Microtus pennsylvanicus,Microtus5,intestinal length,17.5,NA,NA
Protein,Bat,Molossus molossus,Mmo1,intestinal length,9.3,NA,NA
Protein,Bat,Molossus molossus,Mmo2,intestinal length,8.9,NA,NA
Protein,Bat,Molossus molossus,Mmo3,intestinal length,12.3,NA,NA
Protein,Bat,Molossus rufus,Mr,intestinal length,16.9,NA,NA
Omnivorous,Rodent,Mus musculus,Mm1,intestinal length,46.4,NA,NA
Omnivorous,Rodent,Mus musculus,Mm2,intestinal length,42.2,NA,NA
Omnivorous,Rodent,Mus musculus,Mm3,intestinal length,51.2,NA,NA
Omnivorous,Rodent,Mus musculus,Mm4,intestinal length,47.5,NA,NA
Omnivorous,Rodent,Mus musculus,Mm5,intestinal length,49.5,NA,NA
Omnivorous,Rodent,Mus musculus,Mm6,intestinal length,48.2,NA,NA
Protein,Bat,Myotis lucifugus,My1,intestinal length,11.7,NA,NA
Protein,Bat,Myotis lucifugus,My2,intestinal length,15.6,NA,NA
Protein,Bat,Myotis lucifugus,My3,intestinal length,15.3,NA,NA
Herbivorous,Rodent,Olygoryzomys nigripes,o1,intestinal length,17.1,NA,NA
Herbivorous,Rodent,Olygoryzomys nigripes,o2,intestinal length,24.2,NA,NA
Protein,Rodent,Peromyscus leucopus,P1,intestinal length,24.9,NA,NA
Protein,Rodent,Peromyscus leucopus,P2,intestinal length,24.4,NA,NA
Protein,Rodent,Peromyscus leucopus,P3,intestinal length,21.635,NA,NA
Herbivorous,Rodent,Sooretamys angouya,s1,intestinal length,52.9,NA,NA
Herbivorous,Rodent,Sooretamys angouya,s2,intestinal length,41.2,NA,NA
Protein,Bat,Tadarida brasiliensis,Tb1,intestinal length,17.9,NA,NA
Protein,Bat,Tadarida brasiliensis,Tb2,intestinal length,17.5,NA,NA
Protein,Bat,Tadarida brasiliensis,Tb3,intestinal length,15.8,NA,NA
Protein,Bat,Tadarida brasiliensis,Tb4,intestinal length,17.4,NA,NA
Protein,Bat,Tadarida brasiliensis,Tb5,intestinal length,17.7,NA,NA
Protein,Bat,Tadarida brasiliensis,Tb6,intestinal length,16.4,NA,NA
Protein,Bat,Tadarida brasiliensis,Tb7,intestinal length,15.2,NA,NA
Protein,Bat,Tadarida brasiliensis,Tb8,intestinal length,15.8,NA,NA
Omnivorous,Rodent,Thaptomys nigrita,t1,intestinal length,44.5,NA,NA
Omnivorous,Rodent,Thaptomys nigrita,t2,intestinal length,38.8,NA,NA
Omnivorous,Rodent,Thaptomys nigrita,t3,intestinal length,32.7,NA,NA
Omnivorous,Rodent,Akodon montensis,Ak1,mass,32.5,NA,NA
Omnivorous,Rodent,Akodon montensis,Ak2,mass,32.5,NA,NA
Omnivorous,Rodent,Akodon montensis,Ak3,mass,31.2,NA,NA
Omnivorous,Rodent,Akodon montensis,Ak4,mass,32.06666666666667,NA,NA
Herbivorous,Bat,Artibeus lituratus,Ar1,mass,78.54,NA,NA
Herbivorous,Bat,Artibeus lituratus,Ar2,mass,62.67,NA,NA
Herbivorous,Bat,Artibeus lituratus,Ar3,mass,67.54,NA,NA
Herbivorous,Bat,Carollia perspicillata,Cp1,mass,16.1,NA,NA
Herbivorous,Bat,Carollia perspicillata,Cp2,mass,13.7,NA,NA
Herbivorous,Bat,Carollia perspicillata,Cp3,mass,15.7,NA,NA
Herbivorous,Bat,Carollia perspicillata,Cp4,mass,26,NA,NA
Omnivorous,Rodent,Delomys sublineatus,Ds1,mass,66.24,NA,NA
Omnivorous,Rodent,Delomys sublineatus,Ds2,mass,77.4,NA,NA
Omnivorous,Rodent,Delomys sublineatus,Ds3,mass,72.4,NA,NA
Protein,Bat,Desmodus rotundus,Dr1,mass,34,NA,NA
Protein,Bat,Desmodus rotundus,Dr2,mass,43.5,NA,NA
Protein,Bat,Desmodus rotundus,Dr3,mass,38,NA,NA
Protein,Bat,Eptesicus fuscus,Eptesicus1,mass,14.3,NA,NA
Protein,Bat,Eptesicus fuscus,Eptesicus2,mass,22.2,NA,NA
Protein,Bat,Eptesicus fuscus,Eptesicus3,mass,11.3,NA,NA
Protein,Bat,Eumops glaucinus,Eg,mass,34.14,NA,NA
Protein,Rodent,Euryoryzomys russatus,E1,mass,153,NA,NA
Protein,Rodent,Euryoryzomys russatus,E2,mass,149.9,NA,NA
Protein,Rodent,Euryoryzomys russatus,E3,mass,168.5,NA,NA
Herbivorous,Rodent,Microtus pennsylvanicus,Microtus1,mass,36.6,NA,NA
Herbivorous,Rodent,Microtus pennsylvanicus,Microtus2,mass,48.8,NA,NA
Herbivorous,Rodent,Microtus pennsylvanicus,Microtus3,mass,40,NA,NA
Herbivorous,Rodent,Microtus pennsylvanicus,Microtus4,mass,57.7,NA,NA
Herbivorous,Rodent,Microtus pennsylvanicus,Microtus5,mass,34.3,NA,NA
Protein,Bat,Molossus molossus,Mmo1,mass,10.91,NA,NA
Protein,Bat,Molossus molossus,Mmo2,mass,14.78,NA,NA
Protein,Bat,Molossus molossus,Mmo3,mass,14.78,NA,NA
Protein,Bat,Molossus rufus,Mr,mass,33.58,NA,NA
Omnivorous,Rodent,Mus musculus,Mm1,mass,34,NA,NA
Omnivorous,Rodent,Mus musculus,Mm2,mass,35,NA,NA
Omnivorous,Rodent,Mus musculus,Mm3,mass,43,NA,NA
Omnivorous,Rodent,Mus musculus,Mm4,mass,30.55,NA,NA
Omnivorous,Rodent,Mus musculus,Mm5,mass,41.77,NA,NA
Omnivorous,Rodent,Mus musculus,Mm6,mass,39.18,NA,NA
Protein,Bat,Myotis lucifugus,My1,mass,6.3,NA,NA
Protein,Bat,Myotis lucifugus,My2,mass,11.7,NA,NA
Protein,Bat,Myotis lucifugus,My3,mass,9.6,NA,NA
Herbivorous,Rodent,Olygoryzomys nigripes,o1,mass,22.84,NA,NA
Herbivorous,Rodent,Olygoryzomys nigripes,o2,mass,55.17,NA,NA
Protein,Rodent,Peromyscus leucopus,P1,mass,27.4,NA,NA
Protein,Rodent,Peromyscus leucopus,P2,mass,24.7,NA,NA
Protein,Rodent,Peromyscus leucopus,P3,mass,25,NA,NA
Herbivorous,Rodent,Sooretamys angouya,s1,mass,90.85,NA,NA
Herbivorous,Rodent,Sooretamys angouya,s2,mass,115.5,NA,NA
Protein,Bat,Tadarida brasiliensis,Tb1,mass,16,NA,NA
Protein,Bat,Tadarida brasiliensis,Tb2,mass,13,NA,NA
Protein,Bat,Tadarida brasiliensis,Tb3,mass,12,NA,NA
Protein,Bat,Tadarida brasiliensis,Tb4,mass,12,NA,NA
Protein,Bat,Tadarida brasiliensis,Tb5,mass,14.2792,NA,NA
Protein,Bat,Tadarida brasiliensis,Tb6,mass,14.3959,NA,NA
Protein,Bat,Tadarida brasiliensis,Tb7,mass,14.6659,NA,NA
Protein,Bat,Tadarida brasiliensis,Tb8,mass,15.6302,NA,NA
Omnivorous,Rodent,Thaptomys nigrita,t1,mass,23.8,NA,NA
Omnivorous,Rodent,Thaptomys nigrita,t2,mass,25.3,NA,NA
Omnivorous,Rodent,Thaptomys nigrita,t3,mass,27,NA,NA
Omnivorous,Rodent,Akodon montensis,Ak1,nsa,24.26383333333333,NA,NA
Omnivorous,Rodent,Akodon montensis,Ak2,nsa,27.56,NA,NA
Omnivorous,Rodent,Akodon montensis,Ak3,nsa,27.53133333333333,NA,NA
Omnivorous,Rodent,Akodon montensis,Ak4,nsa,29.605333333333334,NA,NA
Herbivorous,Bat,Artibeus lituratus,Ar1,nsa,24.9128,NA,NA
Herbivorous,Bat,Artibeus lituratus,Ar2,nsa,26.772000000000002,NA,NA
Herbivorous,Bat,Artibeus lituratus,Ar3,nsa,32.9112,NA,NA
Herbivorous,Bat,Carollia perspicillata,Cp1,nsa,5.877666666666667,NA,NA
Herbivorous,Bat,Carollia perspicillata,Cp2,nsa,6.570333333333332,NA,NA
Herbivorous,Bat,Carollia perspicillata,Cp3,nsa,7.390666666666666,NA,NA
Herbivorous,Bat,Carollia perspicillata,Cp4,nsa,6.06825,NA,NA
Omnivorous,Rodent,Delomys sublineatus,Ds1,nsa,27.4375,NA,NA
Omnivorous,Rodent,Delomys sublineatus,Ds2,nsa,27.66283333333333,NA,NA
Omnivorous,Rodent,Delomys sublineatus,Ds3,nsa,32.041,NA,NA
Protein,Bat,Desmodus rotundus,Dr1,nsa,11.231999999999998,NA,NA
Protein,Bat,Desmodus rotundus,Dr2,nsa,7.9493333333333345,NA,NA
Protein,Bat,Desmodus rotundus,Dr3,nsa,12.102083333333333,NA,NA
Protein,Bat,Eptesicus fuscus,Eptesicus1,nsa,4.91,NA,NA
Protein,Bat,Eptesicus fuscus,Eptesicus2,nsa,10.439489166666666,NA,NA
Protein,Bat,Eptesicus fuscus,Eptesicus3,nsa,7.101999999999999,NA,NA
Protein,Bat,Eumops glaucinus,Eg,nsa,8.316,NA,NA
Protein,Rodent,Euryoryzomys russatus,E1,nsa,35.86291666666666,NA,NA
Protein,Rodent,Euryoryzomys russatus,E2,nsa,31.439999999999998,NA,NA
Protein,Rodent,Euryoryzomys russatus,E3,nsa,51.93591666666666,NA,NA
Herbivorous,Rodent,Microtus pennsylvanicus,Microtus1,nsa,13.785876866666666,NA,NA
Herbivorous,Rodent,Microtus pennsylvanicus,Microtus2,nsa,17.340283333333335,NA,NA
Herbivorous,Rodent,Microtus pennsylvanicus,Microtus3,nsa,20.7068365,NA,NA
Herbivorous,Rodent,Microtus pennsylvanicus,Microtus4,nsa,20.472414233333335,NA,NA
Herbivorous,Rodent,Microtus pennsylvanicus,Microtus5,nsa,13.7676408333333,NA,NA
Protein,Bat,Molossus molossus,Mmo1,nsa,5.09175,NA,NA
Protein,Bat,Molossus molossus,Mmo2,nsa,5.013666666666667,NA,NA
Protein,Bat,Molossus molossus,Mmo3,nsa,7.267250000000001,NA,NA
Protein,Bat,Molossus rufus,Mr,nsa,11.055416666666668,NA,NA
Omnivorous,Rodent,Mus musculus,Mm1,nsa,24.205333333333336,NA,NA
Omnivorous,Rodent,Mus musculus,Mm2,nsa,21.662666666666667,NA,NA
Omnivorous,Rodent,Mus musculus,Mm3,nsa,35.328,NA,NA
Omnivorous,Rodent,Mus musculus,Mm4,nsa,28.104166666666668,NA,NA
Omnivorous,Rodent,Mus musculus,Mm5,nsa,30.854999999999997,NA,NA
Omnivorous,Rodent,Mus musculus,Mm6,nsa,29.723333333333336,NA,NA
Protein,Bat,Myotis lucifugus,My1,nsa,5.054399999999999,NA,NA
Protein,Bat,Myotis lucifugus,My2,nsa,7.4984,NA,NA
Protein,Bat,Myotis lucifugus,My3,nsa,7.9738500000000005,NA,NA
Herbivorous,Rodent,Olygoryzomys nigripes,o1,nsa,9.21975,NA,NA
Herbivorous,Rodent,Olygoryzomys nigripes,o2,nsa,16.496333333333336,NA,NA
Protein,Rodent,Peromyscus leucopus,P1,nsa,18.0040861,NA,NA
Protein,Rodent,Peromyscus leucopus,P2,nsa,15.9548916,NA,NA
Protein,Rodent,Peromyscus leucopus,P3,nsa,12.893738833333334,NA,NA
Herbivorous,Rodent,Sooretamys angouya,s1,nsa,44.61233333333334,NA,NA
Herbivorous,Rodent,Sooretamys angouya,s2,nsa,34.53933333333334,NA,NA
Protein,Bat,Tadarida brasiliensis,Tb1,nsa,6.085999999999999,NA,NA
Protein,Bat,Tadarida brasiliensis,Tb2,nsa,7.0874999999999995,NA,NA
Protein,Bat,Tadarida brasiliensis,Tb3,nsa,7.926333333333334,NA,NA
Protein,Bat,Tadarida brasiliensis,Tb4,nsa,6.8149999999999995,NA,NA
Protein,Bat,Tadarida brasiliensis,Tb5,nsa,9.764499999999998,NA,NA
Protein,Bat,Tadarida brasiliensis,Tb6,nsa,9.047333333333333,NA,NA
Protein,Bat,Tadarida brasiliensis,Tb7,nsa,7.3213333333333335,NA,NA
Protein,Bat,Tadarida brasiliensis,Tb8,nsa,9.690666666666667,NA,NA
Omnivorous,Rodent,Thaptomys nigrita,t1,nsa,22.175833333333333,NA,NA
Omnivorous,Rodent,Thaptomys nigrita,t2,nsa,17.168999999999997,NA,NA
Omnivorous,Rodent,Thaptomys nigrita,t3,nsa,17.63075,NA,NA
Omnivorous,Rodent,Akodon montensis,Ak1,sef,12.180775630559907,12.620818653630215,8.830265467983958
Omnivorous,Rodent,Akodon montensis,Ak2,sef,11.291341865889764,11.548107511543458,7.830347522574836
Omnivorous,Rodent,Akodon montensis,Ak3,sef,13.206073181803244,12.002286066131314,6.622486407442757
Omnivorous,Rodent,Akodon montensis,Ak4,sef,12.259372374909205,9.300885423850708,9.744239674179902
Herbivorous,Bat,Artibeus lituratus,Ar1,sef,23.17806447318899,18.374247600723663,12.34962186748556
Herbivorous,Bat,Artibeus lituratus,Ar2,sef,18.894874581533028,18.02864487573859,12.314181066023023
Herbivorous,Bat,Artibeus lituratus,Ar3,sef,18.67894765326936,19.364529397902523,13.456170050588089
Herbivorous,Bat,Carollia perspicillata,Cp1,sef,22.07831329349399,20.96522393664462,15.960018560397597
Herbivorous,Bat,Carollia perspicillata,Cp2,sef,19.687009633145117,15.157077742015986,16.061001838003868
Herbivorous,Bat,Carollia perspicillata,Cp3,sef,19.42287450520747,16.351011968995163,13.897211730717236
Herbivorous,Bat,Carollia perspicillata,Cp4,sef,19.81803076157056,23.323197532576504,8.195152971233023
Omnivorous,Rodent,Delomys sublineatus,Ds1,sef,6.775622928779481,8.79991955539784,5.2151178205754025
Omnivorous,Rodent,Delomys sublineatus,Ds2,sef,10.72679994539768,8.359125455775882,5.827019478157001
Omnivorous,Rodent,Delomys sublineatus,Ds3,sef,10.64422227719045,8.39225869615852,4.6506651506106245
Protein,Bat,Desmodus rotundus,Dr1,sef,12.84508577395673,13.081366569099812,13.783971180585441
Protein,Bat,Desmodus rotundus,Dr2,sef,12.91133900524255,12.283731547050586,11.410830028854233
Protein,Bat,Desmodus rotundus,Dr3,sef,10.81807138317218,12.905967812816362,11.385431160525183
Protein,Bat,Eptesicus fuscus,Eptesicus1,sef,18.776601982152492,13.610203786912297,10.155891073334754
Protein,Bat,Eptesicus fuscus,Eptesicus2,sef,12.187697970723987,9.463517947148253,7.174725985583567
Protein,Bat,Eptesicus fuscus,Eptesicus3,sef,13.289569031697994,9.948026726822377,6.831709523520441
Protein,Bat,Eumops glaucinus,Eg,sef,22.006225222888723,16.60291245246597,12.183111899586724
Protein,Rodent,Euryoryzomys russatus,E1,sef,17.61099387544508,13.513077301429966,8.438020363255134
Protein,Rodent,Euryoryzomys russatus,E2,sef,15.675245651297848,11.837923741665294,9.34985405296967
Protein,Rodent,Euryoryzomys russatus,E3,sef,16.1927728561144,7.766268178808756,5.768093007331381
Herbivorous,Rodent,Microtus pennsylvanicus,Microtus1,sef,15.290239913369428,14.467506079497797,11.690924366186566
Herbivorous,Rodent,Microtus pennsylvanicus,Microtus2,sef,11.895733276927928,13.973315134112385,10.701040496195073
Herbivorous,Rodent,Microtus pennsylvanicus,Microtus3,sef,12.563530822739063,11.655532518478873,10.478815849568951
Herbivorous,Rodent,Microtus pennsylvanicus,Microtus4,sef,13.01328151304606,13.193706049286206,9.059048274425473
Herbivorous,Rodent,Microtus pennsylvanicus,Microtus5,sef,10.337710815186048,13.322105980562485,11.637891513875816
Protein,Bat,Molossus molossus,Mmo1,sef,14.356528080012993,10.647636809006185,8.60058604622814
Protein,Bat,Molossus molossus,Mmo2,sef,14.63495785886926,14.995643781031562,10.75712012985097
Protein,Bat,Molossus molossus,Mmo3,sef,13.944510924453068,11.249566648073024,13.934847575223243
Protein,Bat,Molossus rufus,Mr,sef,15.631519157149462,14.487171008113268,17.082618644432188
Omnivorous,Rodent,Mus musculus,Mm1,sef,10.110921979409966,8.753268797747701,7.56334819412889
Omnivorous,Rodent,Mus musculus,Mm2,sef,12.49945870386611,10.221408044405988,8.258364993368135
Omnivorous,Rodent,Mus musculus,Mm3,sef,10.322724902956045,8.642397534805355,5.538490012011673
Omnivorous,Rodent,Mus musculus,Mm4,sef,14.84464690461051,8.54864452210589,9.178735481179848
Omnivorous,Rodent,Mus musculus,Mm5,sef,11.964278075394033,10.131042358932001,8.470291881350422
Omnivorous,Rodent,Mus musculus,Mm6,sef,16.700114328884002,8.945002524427384,8.068450319587358
Protein,Bat,Myotis lucifugus,My1,sef,12.149676217039705,11.643668171862586,10.060193847828206
Protein,Bat,Myotis lucifugus,My2,sef,8.614923807357414,9.205624513710665,8.440691585267938
Protein,Bat,Myotis lucifugus,My3,sef,10.090924590863438,9.1610158070344,7.116324277759625
Herbivorous,Rodent,Olygoryzomys nigripes,o1,sef,12.496186382410267,9.905991542082086,NA
Herbivorous,Rodent,Olygoryzomys nigripes,o2,sef,14.344687405751328,9.471148693097373,4.471812359375659
Protein,Rodent,Peromyscus leucopus,P1,sef,9.682247793809383,8.421093489951483,5.565184581506714
Protein,Rodent,Peromyscus leucopus,P2,sef,8.811221997658333,8.744251762077626,5.3482713237212325
Protein,Rodent,Peromyscus leucopus,P3,sef,12.883731416530052,11.562475262856,8.271216214209737
Herbivorous,Rodent,Sooretamys angouya,s1,sef,10.038154378090704,6.331358068613277,4.591140541459549
Herbivorous,Rodent,Sooretamys angouya,s2,sef,17.115493595167447,9.464089306405162,5.242502297296098
Protein,Bat,Tadarida brasiliensis,Tb1,sef,19.93212620148396,17.796490565382967,18.1590983170994
Protein,Bat,Tadarida brasiliensis,Tb2,sef,19.381194968650757,18.304956795335773,15.267088520836456
Protein,Bat,Tadarida brasiliensis,Tb3,sef,21.539773859249742,20.24242057409801,19.15209479120566
Protein,Bat,Tadarida brasiliensis,Tb4,sef,21.665121454298713,21.56114804900654,11.456508372553587
Protein,Bat,Tadarida brasiliensis,Tb5,sef,16.81714368160226,21.669318553099583,13.708418349798537
Protein,Bat,Tadarida brasiliensis,Tb6,sef,16.74724684425899,19.914389321698057,11.74507879478782
Protein,Bat,Tadarida brasiliensis,Tb7,sef,22.764033615587035,26.411737787663053,15.53673026732344
Protein,Bat,Tadarida brasiliensis,Tb8,sef,22.144594107223373,24.458711164840533,14.468105015779196
Omnivorous,Rodent,Thaptomys nigrita,t1,sef,6.612348304383169,7.915975705940023,5.261344017074578
Omnivorous,Rodent,Thaptomys nigrita,t2,sef,10.646285732626907,9.396431366877387,4.373931915393823
Omnivorous,Rodent,Thaptomys nigrita,t3,sef,NA,7.022740477783264,4.992582396086071
Omnivorous,Rodent,Akodon montensis,Ak1,vill surface area,255.5917414845818,NA,NA
Omnivorous,Rodent,Akodon montensis,Ak2,vill surface area,262.38747582014975,NA,NA
Omnivorous,Rodent,Akodon montensis,Ak3,vill surface area,283.89326979763064,NA,NA
Omnivorous,Rodent,Akodon montensis,Ak4,vill surface area,289.1950186116721,NA,NA
Herbivorous,Bat,Artibeus lituratus,Ar1,vill surface area,463.7950881962634,NA,NA
Herbivorous,Bat,Artibeus lituratus,Ar2,vill surface area,425.7088713846574,NA,NA
Herbivorous,Bat,Artibeus lituratus,Ar3,vill surface area,550.7941930369941,NA,NA
Herbivorous,Bat,Carollia perspicillata,Cp1,vill surface area,113.2396029274928,NA,NA
Herbivorous,Bat,Carollia perspicillata,Cp2,vill surface area,108.87952095402443,NA,NA
Herbivorous,Bat,Carollia perspicillata,Cp3,vill surface area,119.25419949488469,NA,NA
Herbivorous,Bat,Carollia perspicillata,Cp4,vill surface area,109.23932307593287,NA,NA
Omnivorous,Rodent,Delomys sublineatus,Ds1,vill surface area,173.0985040086932,NA,NA
Omnivorous,Rodent,Delomys sublineatus,Ds2,vill surface area,214.3070348058916,NA,NA
Omnivorous,Rodent,Delomys sublineatus,Ds3,vill surface area,234.50099070096076,NA,NA
Protein,Bat,Desmodus rotundus,Dr1,vill surface area,141.22143711496483,NA,NA
Protein,Bat,Desmodus rotundus,Dr2,vill surface area,92.921184106596,NA,NA
Protein,Bat,Desmodus rotundus,Dr3,vill surface area,134.55978223291072,NA,NA
Protein,Bat,Eptesicus fuscus,Eptesicus1,vill surface area,68.38023303200018,NA,NA
Protein,Bat,Eptesicus fuscus,Eptesicus2,vill surface area,95.37616035387562,NA,NA
Protein,Bat,Eptesicus fuscus,Eptesicus3,vill surface area,69.69622310814279,NA,NA
Protein,Bat,Eumops glaucinus,Eg,vill surface area,137.50690634975325,NA,NA
Protein,Rodent,Euryoryzomys russatus,E1,vill surface area,464.1426493651302,NA,NA
Protein,Rodent,Euryoryzomys russatus,E2,vill surface area,375.77560610341226,NA,NA
Protein,Rodent,Euryoryzomys russatus,E3,vill surface area,479.9223415380997,NA,NA
Herbivorous,Rodent,Microtus pennsylvanicus,Microtus1,vill surface area,182.1728750936649,NA,NA
Herbivorous,Rodent,Microtus pennsylvanicus,Microtus2,vill surface area,204.2666789112405,NA,NA
Herbivorous,Rodent,Microtus pennsylvanicus,Microtus3,vill surface area,227.34249306437454,NA,NA
Herbivorous,Rodent,Microtus pennsylvanicus,Microtus4,vill surface area,204.59401568976,NA,NA
Herbivorous,Rodent,Microtus pennsylvanicus,Microtus5,vill surface area,212.06772922179167,NA,NA
Protein,Bat,Molossus molossus,Mmo1,vill surface area,54.062116378234435,NA,NA
Protein,Bat,Molossus molossus,Mmo2,vill surface area,64.43411443497087,NA,NA
Protein,Bat,Molossus molossus,Mmo3,vill surface area,90.23408787974947,NA,NA
Protein,Bat,Molossus rufus,Mr,vill surface area,167.23276635226244,NA,NA
Omnivorous,Rodent,Mus musculus,Mm1,vill surface area,200.95230998078677,NA,NA
Omnivorous,Rodent,Mus musculus,Mm2,vill surface area,211.56121718493083,NA,NA
Omnivorous,Rodent,Mus musculus,Mm3,vill surface area,283.5943027173851,NA,NA
Omnivorous,Rodent,Mus musculus,Mm4,vill surface area,295.8520910183353,NA,NA
Omnivorous,Rodent,Mus musculus,Mm5,vill surface area,299.64498930267297,NA,NA
Omnivorous,Rodent,Mus musculus,Mm6,vill surface area,327.8120902985921,NA,NA
Protein,Bat,Myotis lucifugus,My1,vill surface area,54.06285695306549,NA,NA
Protein,Bat,Myotis lucifugus,My2,vill surface area,61.74051605610566,NA,NA
Protein,Bat,Myotis lucifugus,My3,vill surface area,66.06400315656391,NA,NA
Herbivorous,Rodent,Olygoryzomys nigripes,o1,vill surface area,NA,NA,NA
Herbivorous,Rodent,Olygoryzomys nigripes,o2,vill surface area,92.5376860076136,NA,NA
Protein,Rodent,Peromyscus leucopus,P1,vill surface area,131.05052970592726,NA,NA
Protein,Rodent,Peromyscus leucopus,P2,vill surface area,113.84590921863614,NA,NA
Protein,Rodent,Peromyscus leucopus,P3,vill surface area,133.0167882171836,NA,NA
Herbivorous,Rodent,Sooretamys angouya,s1,vill surface area,303.21947359954663,NA,NA
Herbivorous,Rodent,Sooretamys angouya,s2,vill surface area,354.69527716579313,NA,NA
Protein,Bat,Tadarida brasiliensis,Tb1,vill surface area,109.59841437939899,NA,NA
Protein,Bat,Tadarida brasiliensis,Tb2,vill surface area,122.89282335557351,NA,NA
Protein,Bat,Tadarida brasiliensis,Tb3,vill surface area,157.94379501822462,NA,NA
Protein,Bat,Tadarida brasiliensis,Tb4,vill surface area,122.08733624871923,NA,NA
Protein,Bat,Tadarida brasiliensis,Tb5,vill surface area,169.28360448562097,NA,NA
Protein,Bat,Tadarida brasiliensis,Tb6,vill surface area,145.29929582907752,NA,NA
Protein,Bat,Tadarida brasiliensis,Tb7,vill surface area,157.74918106971327,NA,NA
Protein,Bat,Tadarida brasiliensis,Tb8,vill surface area,197.65909685705702,NA,NA
Omnivorous,Rodent,Thaptomys nigrita,t1,vill surface area,138.575726735525,NA,NA
Omnivorous,Rodent,Thaptomys nigrita,t2,vill surface area,131.454437712884,NA,NA
Omnivorous,Rodent,Thaptomys nigrita,t3,vill surface area,NA,NA,NA
Omnivorous,Rodent,Akodon montensis,Ak1,villus height,0.5108496732026143,0.46051062091503264,0.28528524743230627
Omnivorous,Rodent,Akodon montensis,Ak2,villus height,0.5526039215686275,0.4013411220043573,0.27917755991285403
Omnivorous,Rodent,Akodon montensis,Ak3,villus height,0.5441163398692811,0.41761568627450985,0.24411546840958603
Omnivorous,Rodent,Akodon montensis,Ak4,villus height,0.5192768692060525,0.32589705882352943,0.2573464052287582
Herbivorous,Bat,Artibeus lituratus,Ar1,villus height,0.92093,0.7307070000000001,0.51477125
Herbivorous,Bat,Artibeus lituratus,Ar2,villus height,0.8756483333333334,0.7238775000000001,0.5404033333333335
Herbivorous,Bat,Artibeus lituratus,Ar3,villus height,0.8629429166666667,0.8066633333333334,0.550185306122449
Herbivorous,Bat,Carollia perspicillata,Cp1,villus height,0.8144667376893939,0.7165737452651514,0.5548705882352941
Herbivorous,Bat,Carollia perspicillata,Cp2,villus height,0.5874264705882353,0.511056100217865,0.5208770424836602
Herbivorous,Bat,Carollia perspicillata,Cp3,villus height,0.7034319196428572,0.6156879340277778,0.5140431372549019
Herbivorous,Bat,Carollia perspicillata,Cp4,villus height,0.6679410807291666,0.682544921875,0.30446568627450976
Omnivorous,Rodent,Delomys sublineatus,Ds1,villus height,0.3099529411764706,0.4020252100840337,NA
Omnivorous,Rodent,Delomys sublineatus,Ds2,villus height,0.4836074346405229,0.32993382352941175,0.2083860877684407
Omnivorous,Rodent,Delomys sublineatus,Ds3,villus height,0.5437282913165266,0.4473316993464052,0.17844084967320262
Protein,Bat,Desmodus rotundus,Dr1,villus height,0.4789039215686274,NA,0.5229880174291939
Protein,Bat,Desmodus rotundus,Dr2,villus height,0.528663725490196,0.4537982026143791,0.38847140522875817
Protein,Bat,Desmodus rotundus,Dr3,villus height,0.4718702614379085,0.5582475490196078,0.4896965452847805
Protein,Bat,Eptesicus fuscus,Eptesicus1,villus height,0.66023,0.51924,0.37819
Protein,Bat,Eptesicus fuscus,Eptesicus2,villus height,0.53716,0.43291,0.31531
Protein,Bat,Eptesicus fuscus,Eptesicus3,villus height,0.5169,0.38323,0.24662
Protein,Bat,Eumops glaucinus,Eg,villus height,0.4830798366013072,0.485688888888889,0.39392745098039217
Protein,Rodent,Euryoryzomys russatus,E1,villus height,0.93090576171875,0.6710279947916666,0.3607635524798155
Protein,Rodent,Euryoryzomys russatus,E2,villus height,0.8759027777777777,0.6084375000000001,0.5131067538126362
Protein,Rodent,Euryoryzomys russatus,E3,villus height,0.8073710937499999,0.35977450980392156,0.29087581699346404
Herbivorous,Rodent,Microtus pennsylvanicus,Microtus1,villus height,0.65608,0.56868,0.41164
Herbivorous,Rodent,Microtus pennsylvanicus,Microtus2,villus height,0.63993,0.65324,0.43655
Herbivorous,Rodent,Microtus pennsylvanicus,Microtus3,villus height,0.60158,0.49603,0.41771
Herbivorous,Rodent,Microtus pennsylvanicus,Microtus4,villus height,0.67831,0.57463,0.33981
Herbivorous,Rodent,Microtus pennsylvanicus,Microtus5,villus height,0.43377,0.62173,0.55647
Protein,Bat,Molossus molossus,Mmo1,villus height,0.518554248366013,0.3562047930283225,0.2883071895424837
Protein,Bat,Molossus molossus,Mmo2,villus height,0.4574686274509804,0.5390114379084968,0.351402614379085
