taxon,diet,species,pos,log_intestinal_diameter,villus_height,villus_width,crypt_width,sef,enterocyte_diameter,log_enterocyte_density,log_mass
Rodent,Herbivorous,Oligoryzomys nigripes,dist,-0.5684199975079419,0.19040242763772172,0.0778970588235294,0.045959558823529416,4.471812359375659,0.007153549382716049,16.079601173264276,3.5694663560360747
Rodent,Herbivorous,Oligoryzomys nigripes,med,-0.48445034107322615,0.382023052832244,0.08317803275156217,0.03445078815840062,9.68857011758973,0.007924820288430438,16.739926805015806,3.5694663560360747
Rodent,Herbivorous,Oligoryzomys nigripes,prox,-0.4549214072226183,0.5813618100234885,0.08752322048611111,0.03773679343532285,13.420436894080797,0.007271602020437804,16.306924102787487,3.5694663560360747
Rodent,Herbivorous,Sooretamys angouya,dist,-0.27668174964532155,0.19378043884220353,0.07533251633986929,0.0407681917211329,4.916821419377824,0.0055347988768377435,16.711111042556368,4.629240162402014
Rodent,Herbivorous,Sooretamys angouya,med,-0.19182123179884603,0.3450812908496732,0.08852806372549021,0.03949295239981514,7.897723687509219,0.006430256935672181,16.92416892810204,4.629240162402014
Rodent,Herbivorous,Sooretamys angouya,prox,-0.06733387616121084,0.6772046924238446,0.11599976794103059,0.039997957516339874,13.576823986629076,0.006369914901293803,17.501427445282474,4.629240162402014
Rodent,Omnivorous,Akodon montensis,dist,-0.4679586781467802,0.26648117024587614,0.04846968954248366,0.034760110294117644,8.256834768045364,0.008205487383663319,16.475034258908316,3.4676788356225927
Rodent,Omnivorous,Akodon montensis,med,-0.5095686166766724,0.4013411220043573,0.06253839869281046,0.03390011930698205,11.368024413788923,0.00819433396675179,16.86134675430786,3.4676788356225927
Rodent,Omnivorous,Akodon montensis,prox,-0.4691336745652897,0.5317117009616439,0.08103820081062728,0.04052392305407011,12.23439076329053,0.007607067482381057,17.07228990576716,3.4676788356225927
Rodent,Omnivorous,Delomys sublineatus,dist,-0.2150243686849538,0.19341346872082166,0.056293028322440083,0.04162695300342359,5.230934149781009,0.005940871279851481,16.629683626754066,4.274825863354786
Rodent,Omnivorous,Delomys sublineatus,med,-0.2283027380820539,0.39309691098661687,0.08565557976276932,0.044487114845938376,8.517101235777414,0.006447113779127495,17.01166368401735,4.274825863354786
Rodent,Omnivorous,Delomys sublineatus,prox,-0.25143314718448373,0.44576288904450667,0.09449906629318394,0.04321269063180828,9.38221505045587,0.006135298349937144,17.199492645447265,4.274825863354786
Rodent,Omnivorous,Mus musculus,dist,-0.7505444597632643,0.2639908400957107,0.060480241421472986,0.0331413915871774,7.846280146937721,0.004709303273150364,17.53230626584276,3.6104363630737035
Rodent,Omnivorous,Mus musculus,med,-0.3912363480027118,0.3178628444561196,0.06238238412587826,0.03343799710532812,9.206960630404053,0.0048399775448310575,17.66606435117074,3.6104363630737035
Rodent,Omnivorous,Mus musculus,prox,-0.48590389777500975,0.5251560161205686,0.08338700167322442,0.03618949789942761,12.74035748252011,0.004636670407017147,18.085259002134677,3.6104363630737035
Rodent,Omnivorous,Thaptomys nigrita,dist,-0.7189050705597584,0.17678450435729845,0.07213694366635544,0.03653353909465021,4.875952776184824,0.005670966303446042,16.663322980319045,3.2321089474717444
Rodent,Omnivorous,Thaptomys nigrita,med,-0.7241676672502151,0.2968124546114742,0.07561082062454612,0.032963734567901234,8.111715850200225,0.006753951972595152,16.862891502894833,3.2321089474717444
Rodent,Omnivorous,Thaptomys nigrita,prox,-0.7080124382065551,0.37084586443478906,0.10213260314542483,0.03479314321214598,8.629317018505038,0.006039962894786566,17.13840358701343,3.2321089474717444
Rodent,Protein,Euryoryzomys russatus,dist,0.21681408736892285,0.3882487077619719,0.09142447349310094,0.04816424680983505,7.8519891411853955,0.006811168565325199,16.799751651676694,5.055780692097801
Rodent,Protein,Euryoryzomys russatus,med,0.22767429454601937,0.546413334865196,0.09728344566993463,0.04408914760348584,11.039089740634672,0.006904196169229176,17.11918182727876,5.055780692097801
Rodent,Protein,Euryoryzomys russatus,prox,0.30682648231520293,0.8713932110821758,0.12193511284722221,0.04070421544686251,16.49300412761911,0.007311526458951557,17.460247640826598,5.055780692097801
Rodent,Protein,Peromyscus leucopus,dist,-0.41269588830735726,0.2963733333333333,0.08767,0.04787333333333333,6.394890706479228,0.009330725621558823,15.938859643680033,3.2454073606320524
Rodent,Protein,Peromyscus leucopus,med,-0.3995615866811154,0.5175366666666666,0.10485,0.050846666666666665,9.57594017162837,0.00982990094782044,16.285463960414987,3.2454073606320524
Rodent,Protein,Peromyscus leucopus,prox,-0.4575502721372659,0.57099,0.11702333333333333,0.04701333333333333,10.459067069332589,0.009727550744793784,16.397834808636823,3.2454073606320524
