96.46238917	0	0	82.40152631	0	0	82.65552059999999	0	0	63.79876191	0	82.65552059999999	67.66238917	82.65552059999999	0	89.14238916999999
0	96.46238917000001	74.96238917000001	0	67.06238917	43.81636567	0	43.81636567	43.81636567	0	43.81636567	0	0	0	43.81636567	0
0	74.96238917000001	96.46238917000001	0	67.06238917	43.81636567	0	43.81636567	43.81636567	0	43.81636567	0	0	0	43.81636567	0
82.40152631	0	0	96.46238917	0	0	82.40152631	0	0	63.79876191	0	82.40152631	67.66238917	82.40152631	0	82.40152631
0	67.06238917	67.06238917	0	96.46238917	43.81636567	0	43.81636567	43.81636567	0	43.81636567	0	0	0	43.81636567	0
0	43.81636567	43.81636567	0	43.81636567	96.46238917000001	0	70.92214667	70.92214667	0	47.262389170000006	0	0	0	70.89314346	0
82.65552059999999	0	0	82.40152631	0	0	96.46238917	0	0	63.79876191	0	85.63967059999999	67.66238917	85.63967059999999	0	82.65552059999999
0	43.81636567	43.81636567	0	43.81636567	70.92214667	0	96.46238917	94.38902417	0	47.262389170000006	0	0	0	70.89314346	0
0	43.81636567	43.81636567	0	43.81636567	70.92214667	0	94.38902417	96.46238917	0	47.262389170000006	0	0	0	70.89314346	0
63.79876191	0	0	63.79876191	0	0	63.79876191	0	0	96.46238916000001	0	63.79876191	63.79876191	63.79876191	0	63.79876191
0	43.81636567	43.81636567	0	43.81636567	47.262389170000006	0	47.262389170000006	47.262389170000006	0	96.46238917000001	0	0	0	47.262389170000006	0
82.65552059999999	0	0	82.40152631	0	0	85.63967059999999	0	0	63.79876191	0	96.46238917	67.66238917	87.21311017	0	82.65552059999999
67.66238917	0	0	67.66238917	0	0	67.66238917	0	0	63.79876191	0	67.66238917	96.46238917	67.66238917	0	67.66238917
82.65552059999999	0	0	82.40152631	0	0	85.63967059999999	0	0	63.79876191	0	87.21311017	67.66238917	96.46238917	0	82.65552059999999
0	43.81636567	43.81636567	0	43.81636567	70.89314346	0	70.89314346	70.89314346	0	47.262389170000006	0	0	0	96.46238917000001	0
89.14238916999999	0	0	82.40152631	0	0	82.65552059999999	0	0	63.79876191	0	82.65552059999999	67.66238917	82.65552059999999	0	96.46238917
