dietOmnivorous	dietProtein	sef
0	0	0.2122520597914317
0	0	0.4488837854652433
0	0	0.7070206873406114
0	0	0.4073812998621735
0	0	0.45165085501762176
0	0	1.459918853580129
0	0	0.7576544312076803
0	0	0.9779427737797545
0	0	0.41223148601948834
0	0	0.7576544312076803
0	0	0.48839062800797955
0	0	0.8377061880813232
0	0	0.8859364047523615
0	0	1.0505016415883202
0	0	1.810238701784196
0	0	0.6354208907524257
